time, GPSUTC, GPSdate, accelX, accelY, accelZ, gyroX, gyroY, gyroZ, temp, accelPitch, accelRoll, gyroAngleChangeX, gyroAngleChangeY, gyroAngleChangeZ, headingCompensation, pitch, roll, heading, GPSlat, GPSlon, GPScrs, GPSspd
341.438,0,0,2600,-2592,16556,-14,13,-16,34,0.155771,-0.155299,-1.49137e-06,1.38484e-06,-1.70442e-06,4.66618,0.153849,-0.159357,4.66618,0,0,0,0;
341.638,0,0,2616,-2648,16492,-9,25,-24,35,0.157312,-0.159204,-9.58738e-07,2.66316e-06,-2.55663e-06,4.68341,0.154195,-0.159339,4.68341,0,0,0,0;
341.838,0,0,2596,-2640,16496,-41,-8,6,35,0.156091,-0.158693,-4.36758e-06,-8.52212e-07,6.39159e-07,4.67252,0.154381,-0.159275,4.67252,0,0,0,0;
342.041,0,0,2336,-2644,16360,-22,-7,-1,34,0.141829,-0.160228,-2.34358e-06,-7.45685e-07,-1.06526e-07,4.67782,0.153123,-0.159371,4.67782,0,0,0,0;
342.24,0,0,2696,-2592,16556,-33,15,1,34,0.161424,-0.155299,-3.51537e-06,1.5979e-06,1.06526e-07,4.67516,0.15395,-0.158962,4.67516,0,0,0,0;
342.439,0,0,2632,-2552,16512,-18,-1,14,34,0.158069,-0.153341,-1.91748e-06,-1.06526e-07,1.49137e-06,4.67483,0.15436,-0.1584,4.67483,0,0,0,0;
342.639,0,0,2636,-2584,16616,-9,24,-29,34,0.157331,-0.154277,-9.58738e-07,2.55663e-06,-3.08927e-06,4.67207,0.154657,-0.157986,4.67207,0,0,0,0;
342.838,0,0,2596,-2712,16548,-26,19,-15,35,0.155609,-0.162443,-2.76969e-06,2.024e-06,-1.5979e-06,4.66644,0.154749,-0.15843,4.66644,0,0,0,0;
343.038,0,0,2548,-2332,16520,-13,8,-9,35,0.153031,-0.140236,-1.38484e-06,8.52212e-07,-9.58738e-07,4.67218,0.154576,-0.156609,4.67218,0,0,0,0;
343.238,0,0,2500,-2612,16480,-11,11,0,34,0.150551,-0.157188,-1.17179e-06,1.17179e-06,0,4.67171,0.154173,-0.156666,4.67171,0,0,0,0;
343.438,0,0,2636,-2616,16488,-17,6,-9,34,0.158532,-0.157349,-1.81095e-06,6.39159e-07,-9.58738e-07,4.68079,0.154607,-0.156734,4.68079,0,0,0,0;
343.64,0,0,2628,-2392,16484,-27,16,-15,35,0.158097,-0.144105,-2.87621e-06,1.70442e-06,-1.5979e-06,4.67752,0.154953,-0.15547,4.67752,0,0,0,0;
343.839,0,0,2640,-2588,16556,-28,-6,-20,34,0.158128,-0.155063,-2.98274e-06,-6.39159e-07,-2.13053e-06,4.67782,0.155268,-0.155429,4.67782,0,0,0,0;
344.039,0,0,2552,-2640,16508,-43,1,-3,34,0.153378,-0.15858,-4.58064e-06,1.06526e-07,-3.19579e-07,4.6807,0.155075,-0.155744,4.6807,0,0,0,0;
344.24,0,0,2624,-2660,16604,-20,9,-9,34,0.156738,-0.158853,-2.13053e-06,9.58738e-07,-9.58738e-07,4.68088,0.155239,-0.156054,4.68088,0,0,0,0;
344.439,0,0,2644,-2552,16572,-46,-5,-17,34,0.158213,-0.152794,-4.90022e-06,-5.32632e-07,-1.81095e-06,4.66618,0.155532,-0.155729,4.66618,0,0,0,0;
344.639,0,0,2684,-2628,16784,-27,10,-12,34,0.158572,-0.155317,-2.87621e-06,1.06526e-06,-1.27832e-06,4.74713,0.155834,-0.155687,4.74713,0,0,0,0;
344.841,0,0,2576,-2388,16312,-1,15,-25,34,0.156627,-0.145363,-1.06526e-07,1.5979e-06,-2.66316e-06,4.68088,0.155913,-0.154653,4.68088,0,0,0,0;
345.04,0,0,2588,-2628,16492,-10,10,-2,34,0.155655,-0.158021,-1.06526e-06,1.06526e-06,-2.13053e-07,4.67171,0.155886,-0.154989,4.67171,0,0,0,0;
345.241,0,0,2652,-2660,16396,-42,5,-3,34,0.160358,-0.160833,-4.47411e-06,5.32632e-07,-3.19579e-07,4.66671,0.156329,-0.155573,4.66671,0,0,0,0;
345.439,0,0,2576,-2664,16564,-15,-4,-1,35,0.154282,-0.159465,-1.5979e-06,-4.26106e-07,-1.06526e-07,4.66894,0.156123,-0.155962,4.66894,0,0,0,0;
345.639,0,0,2648,-2616,16400,-21,-3,-11,35,0.160082,-0.15818,-2.23706e-06,-3.19579e-07,-1.17179e-06,4.67772,0.156517,-0.156184,4.67772,0,0,0,0;
345.838,0,0,2788,-2608,16500,-34,7,-34,34,0.167389,-0.156764,-3.6219e-06,7.45685e-07,-3.6219e-06,4.68061,0.157601,-0.156242,4.68061,0,0,0,0;
346.04,0,0,2608,-2656,16476,-22,7,-12,34,0.156988,-0.159829,-2.34358e-06,7.45685e-07,-1.27832e-06,4.67537,0.157538,-0.1566,4.67537,0,0,0,0;
346.239,0,0,2560,-2576,16448,-40,7,-12,35,0.154403,-0.155353,-4.26106e-06,7.45685e-07,-1.27832e-06,4.67195,0.15722,-0.156474,4.67195,0,0,0,0;
346.437,0,0,2636,-2588,16408,-14,28,-8,34,0.159292,-0.156439,-1.49137e-06,2.98274e-06,-8.52212e-07,4.65705,0.157426,-0.156468,4.65705,0,0,0,0;
346.639,0,0,2796,-2640,16404,-47,16,-6,34,0.168824,-0.159568,-5.00674e-06,1.70442e-06,-6.39159e-07,4.66894,0.158561,-0.156777,4.66894,0,0,0,0;
346.84,0,0,2572,-2676,16324,-34,16,-1,34,0.156275,-0.162485,-3.6219e-06,1.70442e-06,-1.06526e-07,4.67218,0.158329,-0.157346,4.67218,0,0,0,0;
347.04,0,0,2532,-2768,16536,-20,12,7,35,0.15194,-0.165855,-2.13053e-06,1.27832e-06,7.45685e-07,4.66358,0.157689,-0.158196,4.66358,0,0,0,0;
347.241,0,0,2648,-2716,16608,-25,-7,-6,34,0.15811,-0.162101,-2.66316e-06,-7.45685e-07,-6.39159e-07,4.67782,0.157728,-0.158587,4.67782,0,0,0,0;
347.438,0,0,2696,-2592,16400,-46,7,-18,34,0.162933,-0.156752,-4.90022e-06,7.45685e-07,-1.91748e-06,4.67218,0.158244,-0.158403,4.67218,0,0,0,0;
347.637,0,0,2636,-2608,16432,-32,16,-3,34,0.159063,-0.157402,-3.40885e-06,1.70442e-06,-3.19579e-07,4.6723,0.158323,-0.158301,4.6723,0,0,0,0;
347.838,0,0,2568,-2636,16384,-23,21,-34,34,0.155473,-0.159522,-2.45011e-06,2.23706e-06,-3.6219e-06,4.68052,0.158036,-0.158421,4.68052,0,0,0,0;
348.038,0,0,2348,-2644,16596,-14,26,-18,35,0.140547,-0.157988,-1.49137e-06,2.76969e-06,-1.91748e-06,4.68042,0.156286,-0.158375,4.68042,0,0,0,0;
348.238,0,0,2648,-2348,16520,-42,16,-3,35,0.158939,-0.141185,-4.47411e-06,1.70442e-06,-3.19579e-07,4.68374,0.156547,-0.156655,4.68374,0,0,0,0;
348.439,0,0,2528,-2596,16412,-25,3,-29,35,0.152832,-0.156877,-2.66316e-06,3.19579e-07,-3.08927e-06,4.68653,0.156173,-0.156677,4.68653,0,0,0,0;
348.64,0,0,2552,-2632,16392,-30,3,-21,34,0.154446,-0.159207,-3.19579e-06,3.19579e-07,-2.23706e-06,4.66644,0.155998,-0.156929,4.66644,0,0,0,0;
348.838,0,0,2660,-2644,16496,-32,-4,0,34,0.159875,-0.15893,-3.40885e-06,-4.26106e-07,0,4.74546,0.156382,-0.15713,4.74546,0,0,0,0;
349.04,0,0,2328,-2604,16596,-38,14,-1,35,0.139365,-0.155636,-4.048e-06,1.49137e-06,-1.06526e-07,4.67802,0.154677,-0.156979,4.67802,0,0,0,0;
349.239,0,0,2328,-2656,16880,-31,-9,11,34,0.13705,-0.156066,-3.30232e-06,-9.58738e-07,1.17179e-06,4.6807,0.152911,-0.156889,4.6807,0,0,0,0;
349.438,0,0,2592,-2600,16512,-16,15,-10,35,0.155706,-0.156179,-1.70442e-06,1.5979e-06,-1.06526e-06,4.67462,0.153189,-0.156816,4.67462,0,0,0,0;
349.637,0,0,2688,-2672,16488,-40,3,-3,34,0.161606,-0.160661,-4.26106e-06,3.19579e-07,-3.19579e-07,4.66906,0.154027,-0.1572,4.66906,0,0,0,0;
349.838,0,0,2648,-2596,16480,-34,12,-6,35,0.159318,-0.15624,-3.6219e-06,1.27832e-06,-6.39159e-07,4.71239,0.154553,-0.157103,4.71239,0,0,0,0;
350.039,0,0,2476,-2576,16632,-19,19,8,34,0.147784,-0.153661,-2.024e-06,2.024e-06,8.52212e-07,4.68079,0.153874,-0.156757,4.68079,0,0,0,0;
350.24,0,0,2692,-2712,16516,-17,5,-19,35,0.161573,-0.162752,-1.81095e-06,5.32632e-07,-2.024e-06,4.6807,0.154642,-0.157356,4.6807,0,0,0,0;
350.439,0,0,2676,-2776,16616,-17,4,-26,34,0.159678,-0.165539,-1.81095e-06,4.26106e-07,-2.76969e-06,4.67752,0.155144,-0.158174,4.67752,0,0,0,0;
350.638,0,0,2380,-2588,16416,-13,18,-15,34,0.143977,-0.156364,-1.38484e-06,1.91748e-06,-1.5979e-06,4.67792,0.154026,-0.157991,4.67792,0,0,0,0;
350.839,0,0,2804,-2660,16564,-30,8,-7,34,0.167693,-0.15923,-3.19579e-06,8.52212e-07,-7.45685e-07,4.67207,0.15539,-0.158114,4.67207,0,0,0,0;
351.039,0,0,2624,-2680,16564,-22,2,-1,34,0.15711,-0.160407,-2.34358e-06,2.13053e-07,-1.06526e-07,4.66919,0.15556,-0.158344,4.66919,0,0,0,0;
351.241,0,0,2640,-2688,16348,-43,15,-19,35,0.160105,-0.162966,-4.58064e-06,1.5979e-06,-2.024e-06,4.68079,0.156011,-0.158804,4.68079,0,0,0,0;
351.44,0,0,2540,-2564,16568,-19,-4,-16,35,0.152123,-0.153538,-2.024e-06,-4.26106e-07,-1.70442e-06,4.68079,0.15562,-0.158278,4.68079,0,0,0,0;
351.64,0,0,2648,-2600,16496,-32,-5,-35,35,0.159166,-0.156328,-3.40885e-06,-5.32632e-07,-3.72843e-06,4.67241,0.155971,-0.158084,4.67241,0,0,0,0;
351.839,0,0,2616,-2704,16868,-33,32,-21,35,0.153861,-0.158951,-3.51537e-06,3.40885e-06,-2.23706e-06,4.67505,0.155757,-0.158167,4.67505,0,0,0,0;
352.04,0,0,2480,-2628,16552,-62,11,-22,35,0.148725,-0.157458,-6.60464e-06,1.17179e-06,-2.34358e-06,4.67772,0.155048,-0.158095,4.67772,0,0,0,0;
352.239,0,0,2644,-2620,16492,-31,-5,-3,34,0.158967,-0.157548,-3.30232e-06,-5.32632e-07,-3.19579e-07,4.67494,0.155437,-0.158041,4.67494,0,0,0,0;
352.437,0,0,2640,-2588,16520,-32,14,1,35,0.158466,-0.155396,-3.40885e-06,1.49137e-06,1.06526e-07,4.68061,0.155737,-0.157775,4.68061,0,0,0,0;
352.637,0,0,2588,-2536,16564,-25,26,-10,34,0.154989,-0.151923,-2.66316e-06,2.76969e-06,-1.06526e-06,4.67473,0.15566,-0.157187,4.67473,0,0,0,0;
352.838,0,0,2560,-2636,16368,-37,14,12,35,0.155146,-0.159675,-3.94148e-06,1.49137e-06,1.27832e-06,4.66894,0.155605,-0.157435,4.66894,0,0,0,0;
353.042,0,0,2720,-2692,16400,-15,-5,-12,34,0.164358,-0.162695,-1.5979e-06,-5.32632e-07,-1.27832e-06,4.71511,0.156479,-0.157961,4.71511,0,0,0,0;
353.242,0,0,2348,-2780,16424,-30,12,-12,35,0.141999,-0.167675,-3.19579e-06,1.27832e-06,-1.27832e-06,4.67183,0.155028,-0.158932,4.67183,0,0,0,0;
353.44,0,0,2340,-2636,16148,-14,10,10,34,0.143908,-0.161813,-1.49137e-06,1.06526e-06,1.06526e-06,4.68374,0.153914,-0.159219,4.68374,0,0,0,0;
353.64,0,0,2616,-2596,16512,-21,4,-22,34,0.157124,-0.155943,-2.23706e-06,4.26106e-07,-2.34358e-06,4.6723,0.154233,-0.158891,4.6723,0,0,0,0;
353.839,0,0,2628,-2568,16384,-28,18,27,35,0.159046,-0.155473,-2.98274e-06,1.91748e-06,2.87621e-06,4.6716,0.154712,-0.158547,4.6716,0,0,0,0;
354.04,0,0,2644,-2612,16436,-29,2,-19,34,0.1595,-0.157602,-3.08927e-06,2.13053e-07,-2.024e-06,4.67209,0.155188,-0.158453,4.67209,0,0,0,0;
354.239,0,0,2640,-2680,16484,-25,5,-23,34,0.158807,-0.161172,-2.66316e-06,5.32632e-07,-2.45011e-06,4.67473,0.155547,-0.158724,4.67473,0,0,0,0;
354.438,0,0,2644,-2588,16520,-34,5,11,34,0.158702,-0.155396,-3.6219e-06,5.32632e-07,1.17179e-06,4.67792,0.15586,-0.158391,4.67792,0,0,0,0;
354.638,0,0,2604,-2636,16520,-23,20,-1,35,0.156341,-0.15823,-2.45011e-06,2.13053e-06,-1.06526e-07,4.68947,0.155906,-0.158373,4.68947,0,0,0,0;
354.839,0,0,2652,-2700,16516,-38,27,-11,34,0.159213,-0.162044,-4.048e-06,2.87621e-06,-1.17179e-06,4.6807,0.156233,-0.158737,4.6807,0,0,0,0;
355.039,0,0,2652,-2708,16524,-20,40,-26,35,0.159137,-0.162439,-2.13053e-06,4.26106e-06,-2.76969e-06,4.68374,0.156521,-0.159104,4.68374,0,0,0,0;
355.236,0,0,2584,-2604,16384,-38,26,-12,34,0.156426,-0.157617,-4.048e-06,2.76969e-06,-1.27832e-06,4.66605,0.156508,-0.158952,4.66605,0,0,0,0;
355.434,0,0,2584,-2672,16568,-22,5,8,35,0.154717,-0.159898,-2.34358e-06,5.32632e-07,8.52212e-07,4.67792,0.156327,-0.159047,4.67792,0,0,0,0;
355.637,0,0,2632,-2660,16528,-24,10,-6,34,0.157919,-0.159571,-2.55663e-06,1.06526e-06,-6.39159e-07,4.75609,0.156484,-0.159098,4.75609,0,0,0,0;
355.84,0,0,2512,-2640,16356,-42,21,5,34,0.152392,-0.160028,-4.47411e-06,2.23706e-06,5.32632e-07,4.67252,0.156071,-0.159189,4.67252,0,0,0,0;
356.039,0,0,2580,-2652,16416,-22,8,-14,34,0.155889,-0.160166,-2.34358e-06,8.52212e-07,-1.49137e-06,4.68366,0.15605,-0.159286,4.68366,0,0,0,0;
356.238,0,0,2608,-2592,16512,-25,23,-12,34,0.156652,-0.155706,-2.66316e-06,2.45011e-06,-1.27832e-06,4.67183,0.156108,-0.158926,4.67183,0,0,0,0;
356.439,0,0,2636,-2332,16416,-32,30,-3,34,0.159216,-0.141112,-3.40885e-06,3.19579e-06,-3.19579e-07,4.68052,0.156416,-0.157142,4.68052,0,0,0,0;
356.638,0,0,2624,-2768,16572,-38,11,-17,34,0.157036,-0.165501,-4.048e-06,1.17179e-06,-1.81095e-06,4.67505,0.156474,-0.157976,4.67505,0,0,0,0;
356.837,0,0,2556,-2700,16804,-13,1,-27,35,0.15095,-0.159314,-1.38484e-06,1.06526e-07,-2.87621e-06,4.6807,0.15592,-0.15811,4.6807,0,0,0,0;
357.038,0,0,2652,-2808,16144,-36,21,11,35,0.162817,-0.172212,-3.83495e-06,2.23706e-06,1.17179e-06,4.67494,0.156607,-0.159518,4.67494,0,0,0,0;
357.24,0,0,2680,-2592,16540,-51,16,-17,34,0.160635,-0.155447,-5.43285e-06,1.70442e-06,-1.81095e-06,4.71777,0.157005,-0.15911,4.71777,0,0,0,0;
357.442,0,0,2548,-2588,16508,-35,23,-29,35,0.153141,-0.155507,-3.72843e-06,2.45011e-06,-3.08927e-06,4.67516,0.156615,-0.158747,4.67516,0,0,0,0;
357.641,0,0,2620,-2632,16544,-50,-1,-23,35,0.157061,-0.157769,-5.32632e-06,-1.06526e-07,-2.45011e-06,4.67483,0.156655,-0.158649,4.67483,0,0,0,0;
357.839,0,0,2636,-2376,16528,-39,30,4,34,0.158155,-0.142778,-4.15453e-06,3.19579e-06,4.26106e-07,4.68638,0.156801,-0.157059,4.68638,0,0,0,0;
358.037,0,0,2580,-2676,16828,-17,24,0,34,0.152131,-0.1577,-1.81095e-06,2.55663e-06,0,4.68358,0.156332,-0.157121,4.68358,0,0,0,0;
358.238,0,0,2576,-2648,16644,-21,-8,-9,35,0.153552,-0.157774,-2.23706e-06,-8.52212e-07,-9.58738e-07,4.71791,0.156052,-0.157187,4.71791,0,0,0,0;
358.438,0,0,2484,-2612,16412,-8,2,-14,34,0.150213,-0.157828,-8.52212e-07,2.13053e-07,-1.49137e-06,4.68061,0.155468,-0.157251,4.68061,0,0,0,0;
358.639,0,0,2612,-2620,16288,-36,-25,3,34,0.15901,-0.159488,-3.83495e-06,-2.66316e-06,3.19579e-07,4.67483,0.155818,-0.157477,4.67483,0,0,0,0;
358.839,0,0,2588,-2640,16316,-33,20,-13,35,0.157307,-0.160414,-3.51537e-06,2.13053e-06,-1.38484e-06,4.67732,0.155964,-0.157769,4.67732,0,0,0,0;
359.039,0,0,2632,-2652,16560,-37,-1,6,35,0.157619,-0.158797,-3.94148e-06,-1.06526e-07,6.39159e-07,4.66881,0.156126,-0.157872,4.66881,0,0,0,0;
359.239,0,0,2708,-2640,16456,-28,26,-24,35,0.163098,-0.159072,-2.98274e-06,2.76969e-06,-2.55663e-06,4.67516,0.156821,-0.157989,4.67516,0,0,0,0;
359.44,0,0,2688,-2668,16460,0,0,-11,35,0.161876,-0.160692,0,0,-1.17179e-06,4.68646,0.157326,-0.15826,4.68646,0,0,0,0;
359.638,0,0,2568,-2588,16384,-44,1,9,35,0.155473,-0.156665,-4.68716e-06,1.06526e-07,9.58738e-07,4.67762,0.157137,-0.1581,4.67762,0,0,0,0;
359.838,0,0,2552,-2536,16444,-23,29,-23,34,0.153965,-0.153015,-2.45011e-06,3.08927e-06,-2.45011e-06,4.68052,0.156817,-0.157589,4.68052,0,0,0,0;
360.038,0,0,2588,-2632,16532,-3,-8,19,35,0.155285,-0.157881,-3.19579e-07,-8.52212e-07,2.024e-06,4.68341,0.156664,-0.157619,4.68341,0,0,0,0;
360.239,0,0,2648,-2624,16580,-38,2,-12,35,0.158373,-0.156961,-4.048e-06,2.13053e-07,-1.27832e-06,4.67218,0.156831,-0.157553,4.67218,0,0,0,0;
360.438,0,0,2620,-2612,16620,-11,18,-11,35,0.156355,-0.155885,-1.17179e-06,1.91748e-06,-1.17179e-06,4.68341,0.156782,-0.157384,4.68341,0,0,0,0;
360.638,0,0,2616,-2660,16584,-35,-6,-9,35,0.156453,-0.159041,-3.72843e-06,-6.39159e-07,-9.58738e-07,4.67218,0.156746,-0.157551,4.67218,0,0,0,0;
360.84,0,0,2696,-2696,16244,-25,10,-9,35,0.16447,-0.16447,-2.66316e-06,1.06526e-06,-9.58738e-07,4.71508,0.157516,-0.158242,4.71508,0,0,0,0;
361.041,0,0,2564,-2628,16372,-55,16,13,35,0.155347,-0.15916,-5.85895e-06,1.70442e-06,1.38484e-06,4.68079,0.157294,-0.158332,4.68079,0,0,0,0;
361.24,0,0,2628,-2596,16472,-36,14,9,35,0.15821,-0.156315,-3.83495e-06,1.49137e-06,9.58738e-07,4.68079,0.157382,-0.158129,4.68079,0,0,0,0;
361.439,0,0,2608,-2604,16388,-38,11,10,35,0.157817,-0.157579,-4.048e-06,1.17179e-06,1.06526e-06,4.67762,0.157422,-0.158073,4.67762,0,0,0,0;
361.637,0,0,2648,-2604,16484,-35,8,1,34,0.15928,-0.156677,-3.72843e-06,8.52212e-07,1.06526e-07,4.68927,0.157604,-0.157932,4.68927,0,0,0,0;
361.839,0,0,2664,-2676,16532,-11,-4,-1,34,0.159769,-0.160476,-1.17179e-06,-4.26106e-07,-1.06526e-07,4.6807,0.15782,-0.158187,4.6807,0,0,0,0;
362.039,0,0,2600,-2772,16528,-46,19,-16,34,0.15603,-0.166169,-4.90022e-06,2.024e-06,-1.70442e-06,4.67483,0.157636,-0.158984,4.67483,0,0,0,0;
362.24,0,0,2564,-2668,16464,-23,-2,-16,35,0.154493,-0.160654,-2.45011e-06,-2.13053e-07,-1.70442e-06,4.68052,0.15732,-0.159151,4.68052,0,0,0,0;
362.439,0,0,2648,-2704,16556,-49,6,-1,34,0.158599,-0.161895,-5.2198e-06,6.39159e-07,-1.06526e-07,4.66944,0.157443,-0.159425,4.66944,0,0,0,0;
362.639,0,0,2560,-2676,16524,-39,10,0,35,0.153704,-0.160552,-4.15453e-06,1.06526e-06,0,4.68646,0.157065,-0.159536,4.68646,0,0,0,0;
362.839,0,0,2492,-2648,16580,-37,10,-28,35,0.149185,-0.158373,-3.94148e-06,1.06526e-06,-2.98274e-06,4.66906,0.156274,-0.159419,4.66906,0,0,0,0;
363.039,0,0,2596,-2652,16600,-33,19,-4,34,0.155129,-0.15842,-3.51537e-06,2.024e-06,-4.26106e-07,4.66631,0.156156,-0.159317,4.66631,0,0,0,0;
363.24,0,0,2608,-2564,16456,-42,0,22,35,0.157176,-0.154567,-4.47411e-06,0,2.34358e-06,4.68333,0.156254,-0.158842,4.68333,0,0,0,0;
363.439,0,0,2504,-2644,16620,-31,4,-15,34,0.149537,-0.157763,-3.30232e-06,4.26106e-07,-1.5979e-06,4.68061,0.155579,-0.158734,4.68061,0,0,0,0;
363.639,0,0,2692,-2640,16852,-25,18,6,35,0.158405,-0.155395,-2.66316e-06,1.91748e-06,6.39159e-07,4.68646,0.15586,-0.158398,4.68646,0,0,0,0;
363.84,0,0,2692,-2644,16504,-13,26,-13,35,0.161688,-0.158854,-1.38484e-06,2.76969e-06,-1.38484e-06,4.68646,0.156441,-0.158441,4.68646,0,0,0,0;
364.04,0,0,2312,-2664,16524,-25,26,-15,35,0.139015,-0.159845,-2.66316e-06,2.76969e-06,-1.5979e-06,4.67462,0.154696,-0.158579,4.67462,0,0,0,0;
364.239,0,0,2316,-2652,16632,-31,2,-8,35,0.13836,-0.158121,-3.30232e-06,2.13053e-07,-8.52212e-07,4.68638,0.15306,-0.158533,4.68638,0,0,0,0;
364.439,0,0,2640,-2692,16488,-11,2,-15,34,0.158769,-0.161842,-1.17179e-06,2.13053e-07,-1.5979e-06,4.67516,0.153629,-0.158864,4.67516,0,0,0,0;
364.64,0,0,2312,-2656,16452,-23,12,-21,34,0.139616,-0.160058,-2.45011e-06,1.27832e-06,-2.23706e-06,4.68014,0.152226,-0.158982,4.68014,0,0,0,0;
364.838,0,0,2484,-2792,16520,-28,16,1,35,0.149245,-0.167425,-2.98274e-06,1.70442e-06,1.06526e-07,4.68333,0.151925,-0.159825,4.68333,0,0,0,0;
365.039,0,0,2632,-2636,16556,-28,26,3,35,0.157656,-0.157892,-2.98274e-06,2.76969e-06,3.19579e-07,4.71239,0.152496,-0.159629,4.71239,0,0,0,0;
365.242,0,0,2668,-2616,16316,-2,14,19,35,0.162086,-0.15898,-2.13053e-07,1.49137e-06,2.024e-06,4.67111,0.153454,-0.159563,4.67111,0,0,0,0;
365.44,0,0,2600,-2664,16596,-29,33,-32,34,0.155401,-0.159163,-3.08927e-06,3.51537e-06,-3.40885e-06,4.68052,0.153646,-0.15952,4.68052,0,0,0,0;
365.639,0,0,2540,-2604,16584,-18,-8,5,34,0.151979,-0.155747,-1.91748e-06,-8.52212e-07,5.32632e-07,4.68341,0.153478,-0.159143,4.68341,0,0,0,0;
365.838,0,0,2304,-2612,16536,-45,17,-29,35,0.138441,-0.156664,-4.79369e-06,1.81095e-06,-3.08927e-06,4.6807,0.15197,-0.158894,4.6807,0,0,0,0;
366.038,0,0,2648,-2728,16448,-24,12,-5,35,0.159623,-0.16436,-2.55663e-06,1.27832e-06,-5.32632e-07,4.6892,0.152733,-0.159439,4.6892,0,0,0,0;
366.239,0,0,2624,-2572,16412,-29,11,-15,34,0.158541,-0.15545,-3.08927e-06,1.17179e-06,-1.5979e-06,4.68061,0.153311,-0.159039,4.68061,0,0,0,0;
366.439,0,0,2656,-2672,16656,-17,13,-5,35,0.158131,-0.159067,-1.81095e-06,1.38484e-06,-5.32632e-07,4.68052,0.153791,-0.159041,4.68052,0,0,0,0;
366.639,0,0,2624,-2604,16568,-25,17,-7,35,0.157073,-0.155895,-2.66316e-06,1.81095e-06,-7.45685e-07,4.67483,0.154117,-0.158725,4.67483,0,0,0,0;
366.842,0,0,2536,-2620,16504,-19,3,-5,34,0.152467,-0.157436,-2.024e-06,3.19579e-07,-5.32632e-07,4.68033,0.15395,-0.158595,4.68033,0,0,0,0;
367.039,0,0,2496,-2728,16596,-44,-3,-10,35,0.149279,-0.16292,-4.68716e-06,-3.19579e-07,-1.06526e-06,4.67494,0.153479,-0.159028,4.67494,0,0,0,0;
367.238,0,0,2680,-2640,16440,-22,22,1,35,0.161596,-0.159225,-2.34358e-06,2.34358e-06,1.06526e-07,4.68358,0.154288,-0.159046,4.68358,0,0,0,0;
367.438,0,0,2600,-2540,16432,-28,-5,-16,34,0.156927,-0.153363,-2.98274e-06,-5.32632e-07,-1.70442e-06,4.67782,0.15455,-0.158478,4.67782,0,0,0,0;
367.638,0,0,2340,-2724,16540,-30,-2,-33,35,0.140543,-0.163226,-3.19579e-06,-2.13053e-07,-3.51537e-06,4.68079,0.153146,-0.158953,4.68079,0,0,0,0;
367.838,0,0,2604,-2660,16492,-39,12,7,35,0.156602,-0.159913,-4.15453e-06,1.27832e-06,7.45685e-07,4.68316,0.153488,-0.159048,4.68316,0,0,0,0;
368.039,0,0,2584,-2588,16372,-17,0,-6,35,0.156539,-0.156778,-1.81095e-06,0,-6.39159e-07,4.68333,0.153791,-0.158821,4.68333,0,0,0,0;
368.238,0,0,2616,-2628,16524,-49,14,5,35,0.157012,-0.15772,-5.2198e-06,1.49137e-06,5.32632e-07,4.67802,0.154109,-0.158709,4.67802,0,0,0,0;
368.439,0,0,2656,-2588,16592,-22,11,-2,34,0.15873,-0.154732,-2.34358e-06,1.17179e-06,-2.13053e-07,4.68061,0.154569,-0.158311,4.68061,0,0,0,0;
368.64,0,0,2696,-2532,16364,-28,13,-6,35,0.163285,-0.153513,-2.98274e-06,1.38484e-06,-6.39159e-07,4.68366,0.155438,-0.15783,4.68366,0,0,0,0;
368.84,0,0,2616,-2620,16892,-35,1,-12,35,0.153646,-0.153877,-3.72843e-06,1.06526e-07,-1.27832e-06,4.66618,0.155255,-0.157434,4.66618,0,0,0,0;
369.038,0,0,2612,-2576,16400,-14,-8,-23,35,0.157942,-0.1558,-1.49137e-06,-8.52212e-07,-2.45011e-06,4.68033,0.155522,-0.157272,4.68033,0,0,0,0;
369.24,0,0,2600,-2612,16520,-21,9,22,35,0.156104,-0.156813,-2.23706e-06,9.58738e-07,2.34358e-06,4.74883,0.155579,-0.157225,4.74883,0,0,0,0;
369.44,0,0,2680,-2632,16552,-27,-4,20,34,0.160521,-0.157694,-2.87621e-06,-4.26106e-07,2.13053e-06,4.66906,0.15607,-0.157272,4.66906,0,0,0,0;
369.638,0,0,2564,-2628,16396,-40,21,-24,34,0.155123,-0.158931,-4.26106e-06,2.23706e-06,-2.55663e-06,4.68638,0.155972,-0.157436,4.68638,0,0,0,0;
369.839,0,0,2344,-2672,16472,-24,26,-8,34,0.141353,-0.160814,-2.55663e-06,2.76969e-06,-8.52212e-07,4.68366,0.154508,-0.157771,4.68366,0,0,0,0;
370.04,0,0,2596,-2612,16544,-44,18,-3,35,0.155646,-0.156589,-4.68716e-06,1.91748e-06,-3.19579e-07,4.68052,0.154617,-0.157651,4.68052,0,0,0,0;
370.239,0,0,2420,-2712,16664,-27,5,-15,35,0.144215,-0.161332,-2.87621e-06,5.32632e-07,-1.5979e-06,4.68631,0.153574,-0.158019,4.68631,0,0,0,0;
370.438,0,0,2524,-2624,16440,-23,29,-7,35,0.152338,-0.158276,-2.45011e-06,3.08927e-06,-7.45685e-07,4.68316,0.153449,-0.158042,4.68316,0,0,0,0;
